start_time,open,high,low,close,volume,turnover
2026-01-08 03:45:00+00:00,4438.2,4439.2,4435.4,4437.6,14.786,65606.8136
2026-01-08 04:00:00+00:00,4437.6,4437.6,4434.8,4436.9,29.957,132888.0049
2026-01-08 04:15:00+00:00,4436.9,4437.0,4434.3,4434.3,28.921,128269.1274
2026-01-08 04:30:00+00:00,4434.3,4435.3,4427.9,4428.5,114.896,509139.1028
2026-01-08 04:45:00+00:00,4428.5,4429.0,4426.9,4429.0,89.124,394654.0626
2026-01-08 05:00:00+00:00,4429.0,4429.0,4423.7,4425.5,119.331,528180.8896
2026-01-08 05:15:00+00:00,4425.5,4427.0,4421.2,4423.1,132.413,585742.8654
2026-01-08 05:30:00+00:00,4423.1,4424.1,4414.5,4416.0,449.656,1986915.3419
2026-01-08 05:45:00+00:00,4416.0,4423.6,4414.3,4421.6,227.516,1004932.5331
2026-01-08 06:00:00+00:00,4421.6,4425.4,4414.3,4417.9,168.592,744967.5754
2026-01-08 06:15:00+00:00,4417.9,4425.2,4416.2,4424.3,173.558,767514.0324
2026-01-08 06:30:00+00:00,4424.3,4433.6,4424.3,4432.1,327.106,1449171.255
2026-01-08 06:45:00+00:00,4432.1,4432.2,4427.2,4430.0,109.283,484160.5815
2026-01-08 07:00:00+00:00,4430.0,4435.9,4429.2,4432.8,134.071,594340.4481
2026-01-08 07:15:00+00:00,4432.8,4433.0,4429.1,4433.0,44.972,199267.2576
2026-01-08 07:30:00+00:00,4433.0,4433.4,4428.3,4428.6,88.559,392341.269
2026-01-08 07:45:00+00:00,4428.6,4429.5,4425.4,4427.4,114.066,505014.4138
2026-01-08 08:00:00+00:00,4427.4,4429.0,4422.7,4423.1,208.814,924064.8917
2026-01-08 08:15:00+00:00,4423.1,4426.8,4423.1,4424.0,57.984,256581.5058
2026-01-08 08:30:00+00:00,4424.0,4424.6,4417.7,4418.7,171.262,756954.9372
2026-01-08 08:45:00+00:00,4418.7,4428.7,4418.5,4428.5,120.757,534191.5088
2026-01-08 09:00:00+00:00,4428.5,4431.7,4427.7,4428.5,112.648,499064.9993
2026-01-08 09:15:00+00:00,4428.5,4428.5,4424.0,4427.9,56.097,248278.5174
2026-01-08 09:30:00+00:00,4427.9,4430.7,4427.5,4429.5,88.151,390448.7026
2026-01-08 09:45:00+00:00,4429.5,4430.1,4426.6,4429.2,35.792,158511.2406
2026-01-08 10:00:00+00:00,4429.2,4429.3,4424.7,4425.7,35.462,156967.6367
2026-01-08 10:15:00+00:00,4425.7,4426.9,4420.8,4420.8,118.377,523567.748
2026-01-08 10:30:00+00:00,4420.8,4430.3,4420.6,4428.4,61.814,273640.7951
2026-01-08 10:45:00+00:00,4428.4,4430.0,4426.8,4430.0,38.124,168822.8827
2026-01-08 11:00:00+00:00,4430.0,4430.0,4424.3,4425.1,55.041,243661.1385
2026-01-08 11:15:00+00:00,4425.1,4425.7,4422.2,4424.3,60.605,268158.5572
2026-01-08 11:30:00+00:00,4424.3,4424.8,4422.9,4423.7,15.285,67619.6373
2026-01-08 11:45:00+00:00,4423.7,4423.8,4420.4,4420.5,67.462,298319.7412
2026-01-08 12:00:00+00:00,4420.5,4420.6,4410.0,4410.1,445.513,1966901.8993
2026-01-08 12:15:00+00:00,4410.1,4419.9,4406.8,4419.2,141.587,624698.8465
2026-01-08 12:30:00+00:00,4419.2,4427.7,4418.9,4426.0,213.176,942957.07
2026-01-08 12:45:00+00:00,4426.0,4426.7,4423.3,4424.2,64.138,283827.9163
2026-01-08 13:00:00+00:00,4424.2,4425.7,4415.2,4417.5,100.556,444476.7567
2026-01-08 13:15:00+00:00,4417.5,4432.7,4417.5,4431.0,245.354,1086661.8066
2026-01-08 13:30:00+00:00,4431.0,4432.6,4424.1,4430.5,241.607,1070201.332
2026-01-08 13:45:00+00:00,4430.5,4430.5,4419.5,4421.3,129.355,572259.1453
2026-01-08 14:00:00+00:00,4421.3,4424.9,4417.4,4421.2,101.615,449300.3927
2026-01-08 14:15:00+00:00,4421.2,4426.5,4418.3,4424.6,53.196,235230.4794
2026-01-08 14:30:00+00:00,4424.6,4431.6,4420.4,4422.9,184.137,815130.0831
2026-01-08 14:45:00+00:00,4422.9,4434.9,4422.8,4430.1,202.812,898713.235
2026-01-08 15:00:00+00:00,4430.1,4444.2,4426.0,4443.5,285.092,1264768.1353
2026-01-08 15:15:00+00:00,4443.5,4449.6,4440.0,4442.9,145.295,645821.3941
2026-01-08 15:30:00+00:00,4442.9,4449.8,4442.7,4448.0,160.09,711821.2042
2026-01-08 15:45:00+00:00,4448.0,4451.1,4444.4,4449.7,105.574,469568.4685
2026-01-08 16:00:00+00:00,4449.7,4453.1,4445.7,4445.7,323.297,1438256.3165
2026-01-08 16:15:00+00:00,4445.7,4450.8,4445.0,4449.4,83.89,373078.5339
